Origin,country,lat,lon,Depth (km),Magnitude,Secondary Effects,PDE Shaking Deaths,pde_total_deaths,Utsu Total Deaths,EM-DAT Total Deaths,Other Source Deaths,url
8/25/2006 5:51,China,28.012,104.151,21,5.0ÿ{\displaystyle M_{\mathrm {w} }},L,1,1,,,,
9/29/2006 18:23,Venezuela,10.814,-61.758,52,5.5ÿ{\displaystyle M_{\mathrm {w} }},,1,1,,,,
12/1/2006 14:01,Indonesia,-8.251,118.777,43,6.3ÿ{\displaystyle M_{\mathrm {w} }},,0,1,,,,
12/17/2006 21:39,Indonesia,0.626,99.859,30,5.8ÿ{\displaystyle M_{\mathrm {w} }},L,7,7,,,,
12/26/2006 12:26,Taiwan (seeÿ2006 Hengchun earthquake),21.799,120.547,10,7.0ÿ{\displaystyle M_{\mathrm {w} }},,2,2,,,,
1/21/2007 11:27,Indonesia,1.065,126.282,22,7.5ÿ{\displaystyle M_{\mathrm {w} }},,3,4,,,,
3/6/2007 3:49,Indonesia (seeÿMarch 2007 Sumatra earthquakes),-0.48,100.47,19.3,6.4ÿ{\displaystyle M_{\mathrm {w} }},,67,67,,67,,
3/25/2007 0:41,Japan (seeÿ2007 Noto earthquake),37.34,136.54,8,6.7ÿ{\displaystyle M_{\mathrm {w} }},T,1,1,,1,,
4/1/2007 20:39,Solomon Islands (seeÿ2007 Solomon Islands earthquake,-8.43,157.06,10,8.1ÿ{\displaystyle M_{\mathrm {w} }},"T,L",0,54,,,,
4/21/2007 17:53,Chile (seeÿ2007 Ays‚n Fjord earthquake),-45.24,-72.67,36.7,6.2ÿ{\displaystyle M_{\mathrm {w} }},"T,L",0,10,,10,,
6/2/2007 21:34,China,23.02,101.01,5,6.1ÿ{\displaystyle M_{\mathrm {w} }},L,3,3,,3,,
7/16/2007 1:13,Japan (seeÿ2007 Ch?etsu offshore earthquake),37.52,138.46,12,6.6ÿ{\displaystyle M_{\mathrm {w} }},"T,L",9,9,,9,,
7/21/2007 22:44,Tajikistan,38.936,70.485,10,5.2ÿ{\displaystyle M_{\mathrm {w} }},L,3,12,,11,,
8/2/2007 2:37,Russian Federation,47.11,141.81,5,6.2ÿ{\displaystyle M_{\mathrm {w} }},T,2,2,,2,,
8/15/2007 23:40,Peru (seeÿ2007 Peru earthquake),-13.38,-76.61,39,8.0ÿ{\displaystyle M_{\mathrm {w} }},L,514,514,,519,,
9/12/2007 11:10,Indonesia,-4.44,101.37,34,8.5ÿ{\displaystyle M_{\mathrm {w} }},T,25,25,,,,
9/12/2007 23:49,Indonesia,-2.66,100.83,37.3,7.9ÿ{\displaystyle M_{\mathrm {w} }},,,,,,,
9/13/2007 3:35,Indonesia,-2.15,99.61,27,7.1ÿ{\displaystyle M_{\mathrm {w} }},,,,,,,
10/26/2007 6:50,Pakistan,35.304,76.753,10,5.2ÿ{\displaystyle M_{\mathrm {w} }},L,1,1,,,,
11/6/2007 9:38,India,21.181,70.724,10,5.1ÿ{\displaystyle M_{\mathrm {w} }},,1,1,,,,
11/7/2007 4:12,Philippines,9.721,124.647,71,5.3ÿ{\displaystyle M_{\mathrm {w} }},,1,1,,,,
11/14/2007 15:40,Chile,-22.247,-69.89,40,7.7ÿ{\displaystyle M_{\mathrm {w} }},T,2,2,,,,
11/25/2007 16:02,Indonesia,-8.292,118.37,20,6.5ÿ{\displaystyle M_{\mathrm {w} }},,3,3,,,,
11/29/2007 19:00,Martinique,14.944,-61.274,156,7.4ÿ{\displaystyle M_{\mathrm {w} }},,1,1,,,,
12/9/2007 2:03,Brazil,-15.048,-44.231,10,4.9ÿ{\displaystyle m_{b}},,1,1,,,,
12/20/2007 7:55,New Zealand (seeÿ2007 Gisborne earthquake),-39.011,178.291,20,6.6ÿ{\displaystyle M_{\mathrm {w} }},,0,1,,,,
1/9/2008 22:24,Algeria,35.616,-0.57,10,4.6 Mb,,1,1,,,,
1/22/2008 17:14,Indonesia,1.011,97.442,20,6.2ÿ{\displaystyle M_{\mathrm {w} }},,1,1,,,,
2/3/2008 7:34,Democratic Republic of the Congo (seeÿ2008 Lake Kivu earthquake),-2.296,28.9,10,5.9ÿ{\displaystyle M_{\mathrm {w} }},,44,44,,43,,
2/6/2008 6:09,India,23.433,87.111,10,4.3ÿ{\displaystyle m_{b}},,1,1,,,,
2/14/2008 2:07,Rwanda,-2.404,28.918,10,5.3ÿ{\displaystyle M_{\mathrm {w} }},,1,1,,,,
2/20/2008 8:08,Indonesia,2.768,95.964,26,7.3ÿ{\displaystyle M_{\mathrm {w} }},,3,3,,3,,
5/12/2008 6:28,China (seeÿ2008 Sichuan earthquake),31.002,103.322,19,7.9ÿ{\displaystyle M_{\mathrm {w} }},L,69195,88287,,87476,,
5/24/2008 19:20,Colombia,4.33,-73.764,8,5.9ÿ{\displaystyle M_{\mathrm {w} }},L,0,6,,,,
5/25/2008 8:21,China,32.56,105.423,18,6.1ÿ{\displaystyle M_{\mathrm {w} }},L,8,8,,,,
6/6/2008 20:02,Algeria,35.883,-0.658,4,5.5ÿ{\displaystyle M_{\mathrm {w} }},,0,1,,,,
6/8/2008 12:25,Greece (seeÿ2008 Peloponnese earthquake),37.963,21.525,16,6.4ÿ{\displaystyle M_{\mathrm {w} }},,2,2,,2,,
6/13/2008 23:43,Japan (seeÿ2008 Iwate?Miyagi Nairiku earthquake),39.03,140.881,7,6.9ÿ{\displaystyle M_{\mathrm {w} }},L,13,13,,13,,
6/17/2008 5:51,China,32.761,105.554,10,4.8ÿ{\displaystyle m_{b}},,2,2,,,,
7/15/2008 3:26,Greece (seeÿ2008 Dodecanese earthquake),35.983,27.785,68,6.4ÿ{\displaystyle M_{\mathrm {w} }},,,,,,,
8/21/2008 12:24,China (seeÿ2008 Yingjiang earthquakes),25.1,97.9,,5.9ÿ{\displaystyle M_{s}},,,,,,,
8/30/2008 8:30,China (seeÿ2008 Panzhihua earthquake),26,101.9,10,5.7ÿ{\displaystyle M_{\mathrm {w} }},,,,,,41,
10/5/2008 15:52,Kyrgyzstan (seeÿ2008 Kyrgyzstan earthquake),39.515,73.768,27.6,6.9ÿ{\displaystyle M_{\mathrm {w} }},,,,,,60[16],
10/6/2008 16:30,China (seeÿ2008 Damxung earthquake),,,,6.4ÿ{\displaystyle M_{\mathrm {w} }},,,,,,,
10/28/2008 23:09,Pakistan (seeÿ2008 Ziarat earthquake),,,,6.4ÿ{\displaystyle M_{\mathrm {w} }},,,,,,215,
1/8/2009 19:21,Costa Rica (seeÿ2009 Costa Rica earthquake),10.3962,-84.0281,48,6.1ÿ{\displaystyle M_{\mathrm {w} }},L,,,,,34,
4/6/2009 3:32,Italy (seeÿ2009 L'Aquila earthquake),42.334,13.334,8.8,6.2ÿ{\displaystyle M_{\mathrm {w} }},,,,,,295,
7/9/2009 11:19,China (seeÿ2009 Yunnan earthquake),,,,5.7ÿ{\displaystyle M_{\mathrm {w} }},,,,,,,
8/10/2009 20:07,Japan (seeÿ2009 Shizuoka earthquake),,,,6.4ÿ{\displaystyle M_{\mathrm {w} }},,,,,,1,
9/2/2009 7:55,Indonesia (seeÿ2009 West Java earthquake),,,,7.0ÿ{\displaystyle M_{\mathrm {w} }},,,,,,79,
9/29/2009 17:48,Samoa (seeÿ2009 Samoa earthquake and tsunami),,,8.1,8.1ÿ{\displaystyle M_{\mathrm {w} }},,,,,,189,
9/30/2009 10:16,Indonesia (seeÿ2009 Sumatra earthquakes),,,,7.6ÿ{\displaystyle M_{\mathrm {w} }},,,,,,"1,115",
1/12/2010 17:00,Haiti (seeÿ2010 Haiti earthquake),18.457,-72.533,13,7.0ÿ{\displaystyle M_{\mathrm {w} }},,,"222,517",,,"222,517[17]",
2/27/2010 6:34,Chile (seeÿ2010 Chile earthquake),-35.846,-72.719,35,8.8ÿ{\displaystyle M_{\mathrm {w} }}ÿ[18],T,,,,,521[19],
3/8/2010 2:32,Turkey (seeÿ2010 Elƒz?? earthquake),,,,6.1ÿ{\displaystyle M_{\mathrm {w} }},,,,,,42,
3/11/2010 14:39,Chile (seeÿ2010 Pichilemu earthquake),,,,6.9ÿ{\displaystyle M_{\mathrm {w} }},L,,,,,1,
4/14/2010 23:49,China (seeÿ2010 Yushu earthquake),,,,6.9ÿ{\displaystyle M_{\mathrm {w} }},L,,"2,698",,,"2,698",
2/21/2011 23:51,New Zealand (seeÿ2011 Christchurch earthquake),,,,6.3ÿ{\displaystyle M_{\mathrm {w} }},Lq,,,,,181,
3/10/2011 4:58,China (seeÿ2011 Yunnan earthquake),,,,5.4ÿ{\displaystyle M_{\mathrm {w} }},,,,,,,
3/11/2011 14:46,Japan (seeÿ2011 T?hoku earthquake),38.322,142.369,24.4,9.0ÿ{\displaystyle M_{\mathrm {w} }},T,,"10,000",,,"10,000+ (unofficial)",
3/24/2011 20:25,Burma (seeÿ2011 Burma earthquake),,,,6.8ÿ{\displaystyle M_{\mathrm {w} }},,,,,,150+,
4/7/2011 14:32,Japan (seeÿApril 2011 Miyagi earthquake),38.2,140,66,7.1ÿ{\displaystyle M_{\mathrm {w} }},,,,,,,
9/18/2011 12:40,India (seeÿ2011 Sikkim earthquake),27.723,88.064,19.7,6.9ÿ{\displaystyle M_{\mathrm {w} }},L,,,,,111+,
9/23/2011 10:41,Turkey (seeÿ2011 Van earthquake),38.6,43.5,7.2,7.1ÿ{\displaystyle M_{\mathrm {w} }},,,,,,"601 (as of October 30, 2011)",
