Origin,country,lat,lon,Depth (km),Magnitude,Secondary Effects,PDE Shaking Deaths,pde_total_deaths,Utsu Total Deaths,EM-DAT Total Deaths,Other Source Deaths,url
9/14/1953 0:26,Fiji (seeÿ1953 Suva earthquake),-18.3,178.2,33,6.8 UK,T,,8,8,,,
12/12/1953 17:31,Peru,-3.597,-80.847,19,7.5ÿ{\displaystyle M_{\mathrm {w} }},T,,7,7,7,,
2/11/1954 0:30,China,38.876,101.212,35,7.1ÿ{\displaystyle M_{\mathrm {w} }},,,47,47,,,
4/30/1954 13:02,Greece,39.187,22.239,25,6.8ÿ{\displaystyle M_{s}},,,31,31,,,
7/2/1954 2:45,Philippines,13,123.9,0,6.8ÿ{\displaystyle M_{s}},,,22,22,13,,
8/20/1954 15:30,Iran,27.5,52,,5.0 UK,,,1,1,,,
9/9/1954 1:04,Algeria,36.2,1.6,0,6.7ÿ{\displaystyle M_{s}},,,1409,1409,1250,,
3/31/1955 18:17,Philippines,7.386,122.878,54.2,7.7ÿ{\displaystyle M_{\mathrm {w} }},,,465,465,400,,
4/14/1955 1:29,China,29.981,101.613,10,7.5ÿ{\displaystyle M_{\mathrm {w} }},,,94,94,39,,
4/15/1955 3:40,China,39.816,74.64,35,7.1ÿ{\displaystyle M_{\mathrm {w} }},,,5,5,,,
4/19/1955 20:24,Chile,-29.9,-71.6,0,6.9ÿ{\displaystyle M_{s}},T,,1,1,,,
4/21/1955 7:18,Greece,39.5,23,,6.0 UK,,,7,7,,,
7/16/1955 7:07,Turkey,37.6,27.2,0,6.8ÿ{\displaystyle M_{s}},,,23,23,,,
9/12/1955 6:09,Egypt,32.2,29.6,33,6.7ÿ{\displaystyle M_{s}},,,18,18,20,,
9/1/1955 17:33,Costa Rica,10,-84.5,,5.8 UK,,,10,10,,,
9/23/1955 15:06,China,26.6,101.7,0,6.9ÿ{\displaystyle M_{s}},,,593,593,,,
1/12/1956 5:46,Hungary,47.5,19.3,,5.8 UK,,,2,2,,,
2/20/1956 20:31,Turkey,40,30.5,,5.8 UK,,,4,4,,,
3/16/1956 19:32,Syrian Arab Republic,35.5,35.5,,5.8 UK,,,148,148,,,
6/9/1956 23:13,Afghanistan,35.042,67.479,35,7.6ÿ{\displaystyle M_{\mathrm {w} }},L,,350,350,100,,
7/9/1956 3:11,Greece,36.617,26.026,35,7.8ÿ{\displaystyle M_{\mathrm {w} }},T,,53,53,,,
7/16/1956 15:07,Burma,21.969,95.802,32.1,7.1ÿ{\displaystyle M_{\mathrm {w} }},,,38,38,,,
7/21/1956 15:32,India,23,70,,6.1 UK,,,111,111,,,
9/29/1956 23:20,Japan,35.642,140.31,67,6.9ÿ{\displaystyle M_{s}},,,1,1,,,
10/31/1956 14:03,Iran,27.283,54.405,35,6.8ÿ{\displaystyle M_{s}},,,410,410,,,
2/20/1957 4:41,Tunisia,36.2,8.9,,5.6 UK,,,13,13,,,
2/23/1957 20:26,Taiwan,23.917,121.517,56.8,7.2ÿ{\displaystyle M_{\mathrm {w} }},,,7,7,,,
3/8/1957 12:21,Greece,39.267,22.607,10,6.9ÿ{\displaystyle M_{s}},,,2,2,,,
4/25/1957 2:25,Turkey,36.387,28.609,63.4,7.0ÿ{\displaystyle m_{b}},,,67,67,,,
5/26/1957 6:33,Turkey (seeÿ1957 Abant earthquake),40.672,31.042,15,7.2ÿ{\displaystyle M_{\mathrm {w} }},,,500,500,53,,
7/2/1957 0:42,Iran,36.09,52.701,35,7.1ÿ{\displaystyle M_{\mathrm {w} }},,,1200,1200,2500,,
7/28/1957 8:40,Mexico,16.881,-99.297,37.2,7.8ÿ{\displaystyle M_{\mathrm {w} }},T,,160,160,160,,
12/4/1957 3:37,Mongolia,45.153,99.206,35,8.1 UK,,,,,,,
12/13/1957 1:45,Iran,34.278,47.712,35,6.8ÿ{\displaystyle M_{s}},,,2000,2000,3000,,
1/15/1958 19:14,Peru,-16.779,-72.503,68.6,7.0ÿ{\displaystyle m_{b}},,,28,28,28,,
1/19/1958 14:07,Ecuador,1.054,-79.48,35,7.8ÿ{\displaystyle M_{\mathrm {w} }},T,,20,20,,,
2/7/1958 23:23,China,31.577,103.912,14.2,6.8ÿ{\displaystyle M_{s}},,,,,,,
3/11/1958 0:26,Japan,24.433,124.351,109.9,7.2ÿ{\displaystyle m_{b}},,,2,2,,,
4/14/1958 21:32,Ecuador,0.706,-79.575,35,6.8ÿ{\displaystyle M_{s}},,,3,3,,,
7/10/1958 6:15,USÿTerritory of Alaska,58.37,-136.665,35,7.3 UK,T,,5,5,,,
8/16/1958 19:13,Iran,34.259,47.869,35,6.7ÿ{\displaystyle M_{s}},,,200,200,191,,
9/4/1958 21:51,Chile,-33.785,-70.112,35,6.8ÿ{\displaystyle M_{s}},,,7,7,,,
10/20/1958 1:12,Indonesia,-9.5,112.5,100,6.7 UK,,,7,7,,,
4/26/1959 20:40,Japan,24.687,122.792,126.3,7.5ÿ{\displaystyle m_{b}},,,1,1,,,
5/4/1959 7:15,Russian Federation,53.351,159.645,35,8.0ÿ{\displaystyle M_{\mathrm {w} }},T,,1,1,,,
5/24/1959 19:17,Mexico,17.45,-97.145,69.6,7.0ÿ{\displaystyle m_{b}},,,5,5,,,
6/14/1959 0:12,Chile,-20.369,-68.881,111.6,7.5ÿ{\displaystyle m_{b}},,,1,1,,,
8/15/1959 8:57,Taiwan (seeÿ1959 Hengchun earthquake),21.952,120.97,25,7.2ÿ{\displaystyle M_{\mathrm {w} }},,,17,17,,,
8/18/1959 6:37,United States (seeÿ1959 Hebgen Lake earthquake),44.548,-110.636,15,7.3 UK,,,28,28,28,,
8/26/1959 8:25,Mexico,18.16,-94.417,32.4,6.9ÿ{\displaystyle M_{s}},,,25,25,,,
9/1/1959 11:37,Albania,40.9,19.8,11,6.1 UK,,,2,2,,,
1/13/1960 15:40,Peru,-15.814,-72.788,95.4,7.5ÿ{\displaystyle m_{b}},,,63,63,57,,
1/15/1960 9:30,Peru,-14.961,-75.162,97.2,6.9ÿ{\displaystyle m_{b}},,,63,63,,,
2/21/1960 8:13,Algeria,36,4.1,33,5.6 UK,,,47,47,,,
2/29/1960 23:40,Morocco (seeÿ1960 Agadir earthquake),30.5,-9.5,,5.7ÿ{\displaystyle M_{\mathrm {w} }},,,13100,13100,,,
4/24/1960 12:14,Iran,28,54.5,,6.0 UK,,,420,420,,,
5/22/1960 10:30,Chile,-37.963,-73.173,38,6.8ÿ{\displaystyle M_{\mathrm {w} }},T,,,,,,
5/22/1960 19:11,Chile (seeÿ1960 Valdivia earthquake),-38.235,-73.047,35,9.5 UK,T,,5700,5700,6000,,
9/22/1960 9:05,Democratic Republic of the Congo,-3.6,29,28,6.6 UK,,,24,24,,,
11/20/1960 22:02,Peru,-6.727,-80.606,52,7.8ÿ{\displaystyle M_{\mathrm {w} }},T,,11,11,,,
2/26/1961 18:10,Japan,31.632,131.548,49.9,7.7ÿ{\displaystyle M_{\mathrm {w} }},T,,2,2,,,
6/1/1961 23:29,Ethiopia,10.44,39.858,23.9,6.6 UK,,,30,30,,,
6/11/1961 5:10,Iran,27.865,54.558,35,6.8ÿ{\displaystyle M_{s}},,,61,61,,,
8/19/1961 5:33,Japan,36.07,136.7,35,6.9ÿ{\displaystyle M_{s}},,,8,8,,,
12/20/1961 13:25,Colombia,4.587,-75.542,162.9,6.9ÿ{\displaystyle M_{s}},,,23,23,,,
1/8/1962 1:00,Dominican Republic,18.291,-70.461,32.6,6.7ÿ{\displaystyle M_{s}},,,1,1,,,
5/11/1962 14:11,Mexico,17.171,-99.651,35,7.3ÿ{\displaystyle M_{\mathrm {w} }},T,,4,4,,,
5/19/1962 14:58,Mexico,17.008,-99.764,35,6.7ÿ{\displaystyle M_{s}},T,,30,30,,,
7/30/1962 20:19,Colombia,5.096,-76.626,150,6.9ÿ{\displaystyle M_{s}},,,47,47,,,
8/28/1962 10:59,Greece,37.874,22.737,107.7,6.8ÿ{\displaystyle M_{s}},,,1,1,,,
9/1/1962 19:20,Iran (seeÿ1962 Buin Zahra earthquake),35.556,49.81,17.6,6.9ÿ{\displaystyle M_{s}},,,12225,12225,12000,,
2/13/1963 8:50,Taiwan,24.356,122.06,35,7.3ÿ{\displaystyle M_{\mathrm {w} }},T,,15,15,,,
7/16/1963 18:27,Georgia,43.163,41.527,35,6.7ÿ{\displaystyle M_{s}},,,2,2,,,
9/24/1963 16:30,Peru,-10.694,-78.212,65.3,6.9ÿ{\displaystyle m_{b}},,,1,1,,,
6/26/1963 4:17,Macedoniaÿ(seeÿ1963 Skopje earthquake),?,??,?,6.1ÿ{\displaystyle M_{\mathrm {w} }},,,,,,,
1/8/1964 22:30,Indonesia,-3.737,119.419,60,5.5ÿ{\displaystyle m_{b}},,,8,8,,,
1/18/1964 12:04,Taiwan (seeÿ1964 Baihe earthquake),23.15,120.656,21,6.4ÿ{\displaystyle m_{b}},,,106,106,107,,
3/28/1964 3:36,United States (seeÿ1964 Alaska earthquake),61.017,-147.648,6.6,9.2 UK,T,,131,131,131,,
4/2/1964 1:11,Indonesia,5.987,95.404,129.2,5.6ÿ{\displaystyle m_{b}},T,,110,110,,,
5/7/1964 5:45,Tanzania,-3.93,35.112,31.6,6.3ÿ{\displaystyle m_{b}},,,1,1,4,,
6/14/1964 12:15,Turkey,38.08,38.475,10.4,5.5ÿ{\displaystyle m_{b}},,,8,8,,,
6/16/1964 4:01,Japan (seeÿ1964 Niigata earthquake),38.434,139.226,13.1,7.5 UK,"T,F",,26,26,25,,
7/6/1964 7:22,Mexico,18.194,-100.51,92.7,7.2ÿ{\displaystyle m_{b}},,,30,30,,,
10/6/1964 14:31,Turkey,40.25,28.208,31,6.0ÿ{\displaystyle m_{b}},,,23,23,23,,
1/24/1965 0:11,Indonesia (seeÿ1965 Ceram Sea earthquake),-2.455,125.965,28.4,8.2ÿ{\displaystyle M_{\mathrm {w} }},T,,71,71,,,
2/23/1965 22:11,Chile,-25.667,-70.71,38.5,6.5ÿ{\displaystyle M_{s}},,,1,1,,,
3/9/1965 17:57,Greece,39.229,23.825,4.7,5.6ÿ{\displaystyle m_{b}},,,2,2,38,,
3/28/1965 16:33,Chile,-32.492,-71.212,69.9,7.4ÿ{\displaystyle m_{b}},,,337,337,400,,
3/31/1965 9:47,Greece,38.339,22.299,50.3,6.3ÿ{\displaystyle m_{b}},,,6,6,,,
4/19/1965 23:42,Japan,34.842,138.278,38.7,5.6ÿ{\displaystyle m_{b}},,,2,2,,,
4/29/1965 15:28,United States,47.317,-122.335,65.4,6.5ÿ{\displaystyle m_{b}},,,7,7,7,,
7/6/1965 3:18,Greece,38.391,22.426,23.3,5.8ÿ{\displaystyle m_{b}},T,,1,1,,,
8/23/1965 19:46,Mexico (seeÿ1965 Oaxaca earthquake),16.178,-95.846,10.5,7.4ÿ{\displaystyle M_{\mathrm {w} }},T,,5,5,,,
11/13/1965 4:33,China,43.84,87.755,51.6,7.0 UK,,,7,7,,,
2/5/1966 2:01,Greece,39.044,21.757,21.4,6.2 UK,,,1,1,,,
2/5/1966 15:12,China,26.16,103.171,9.2,5.6ÿ{\displaystyle m_{b}},,,371,371,,,
3/7/1966 21:29,China,37.388,114.963,7.7,6.6ÿ{\displaystyle M_{\mathrm {w} }},,,,,0,,
3/12/1966 16:31,Japan,24.307,122.695,28.9,7.4ÿ{\displaystyle M_{\mathrm {w} }},T,,7,7,,,
3/20/1966 1:42,Democratic Republic of the Congo,0.842,29.873,15,7.2 UK,,,200,200,128,,
3/22/1966 8:11,China (seeÿ1966 Xingtai earthquake),37.551,114.991,17.7,5.6ÿ{\displaystyle m_{b}},,,8064,8064,,,
4/25/1966 23:22,Uzbekistan (seeÿ1966 Tashkent earthquake),,,,5ÿ{\displaystyle M_{\text{L}}},,,,,10[7]|,,
6/27/1966 10:41,Nepal,29.554,80.854,22.7,6.0ÿ{\displaystyle m_{b}},,,80,80,80,,
8/1/1966 21:02,Pakistan,30.051,68.629,9.8,7.0 UK,,,2,2,,,
8/15/1966 2:15,India,28.616,78.892,25,5.6ÿ{\displaystyle m_{b}},,,15,15,,,
8/19/1966 12:22,Turkey (seeÿ1966 Varto earthquake),39.161,41.58,17.5,5.8ÿ{\displaystyle m_{b}},,,2517,2517,2394,,
9/28/1966 14:00,China,27.457,100.089,5.5,5.8ÿ{\displaystyle m_{b}},,,32,32,,,
10/17/1966 21:41,Peru,-10.807,-78.684,20.7,8.2ÿ{\displaystyle M_{\mathrm {w} }},T,,110,110,120,,
10/29/1966 2:39,Greece,38.874,21.176,11.3,5.7ÿ{\displaystyle m_{b}},,,1,1,,,
12/28/1966 8:18,Chile,-25.502,-70.655,30,7.7ÿ{\displaystyle M_{\mathrm {w} }},T,,3,3,4,,
2/9/1967 15:24,Colombia,2.889,-74.799,40.4,7.2ÿ{\displaystyle M_{\mathrm {w} }},,,98,98,61,,
2/19/1967 22:14,Indonesia,-9.168,112.946,97.9,5.9ÿ{\displaystyle m_{b}},,,54,54,54,,
3/27/1967 8:58,China,38.516,116.601,26.8,5.5ÿ{\displaystyle m_{b}},,,9,9,,,
4/12/1967 4:51,Indonesia,5.084,96.232,18.6,6.1ÿ{\displaystyle m_{b}},T,,14,14,,,
5/1/1967 7:09,Greece,39.552,21.291,13,5.9 UK,,,9,9,,,
7/22/1967 16:56,Turkey (seeÿ1967 Mudurnu earthquake),40.632,30.74,4.2,7.4ÿ{\displaystyle M_{\mathrm {w} }},,,173,173,183,,
7/26/1967 18:52,Turkey,39.502,40.408,8.7,5.6ÿ{\displaystyle m_{b}},,,110,110,,,
7/29/1967 10:24,Colombia,6.788,-73.073,160.9,5.9ÿ{\displaystyle m_{b}},,,20,20,,,
7/29/1967 20:05,Venezuela (seeÿ1967 Caracas earthquake),10.555,-67.31,23.7,6.5ÿ{\displaystyle m_{b}},,,240,240,240,,
8/30/1967 4:22,China,31.631,100.232,8.1,7.0 UK,,,39,39,,,
10/25/1967 0:59,Taiwan,24.464,122.221,67.1,7.0ÿ{\displaystyle m_{b}},,,2,2,,,
11/30/1967 7:23,Albania,41.379,20.456,36.5,5.8ÿ{\displaystyle m_{b}},,,18,18,7,,
12/10/1967 22:51,India (seeÿ1967 Koynanagar earthquake),17.394,73.774,10.7,6.3 UK,,,180,180,177,,
12/21/1967 2:25,Chile,-21.864,-69.948,42.5,7.4ÿ{\displaystyle M_{\mathrm {w} }},T,,1,1,,,
1/14/1968,Italy (seeÿ1968 Belice earthquake),38,13,,6.4 UK,,,,,,380,
2/19/1968 22:45,Greece,39.372,24.946,8.1,7.2ÿ{\displaystyle M_{\mathrm {w} }},T,,20,20,19,,
4/1/1968 0:42,Japan,32.482,132.192,30.2,7.5ÿ{\displaystyle M_{\mathrm {w} }},T,,1,1,,,
5/16/1968 0:49,Japan,40.903,143.346,25.8,8.3ÿ{\displaystyle M_{\mathrm {w} }},T,,52,52,47,,
5/23/1968 17:24,New Zealand,-41.743,172.123,46.7,7.2ÿ{\displaystyle M_{\mathrm {w} }},,,3,3,,,
6/19/1968 8:13,Peru,-5.558,-77.151,15.6,6.9ÿ{\displaystyle M_{s}},,,46,46,11,,
7/2/1968 3:44,Mexico,17.515,-100.259,58.3,5.7ÿ{\displaystyle m_{b}},,,1,1,,,
8/1/1968 20:19,Philippines (seeÿ1968 Casiguran earthquake),16.384,122.078,52.2,7.7ÿ{\displaystyle M_{\mathrm {w} }},T,,207,207,271,,
8/2/1968 14:06,Mexico,16.494,-97.771,49.8,7.3ÿ{\displaystyle M_{\mathrm {w} }},,,18,18,,,
8/14/1968 22:14,Indonesia,0.058,119.69,18.8,7.3ÿ{\displaystyle M_{\mathrm {w} }},T,,392,392,,,
8/31/1968 10:47,Iran (seeÿ1968 Dasht-e Bayaz and Ferdows earthquakes),34.045,58.96,12.3,7.2ÿ{\displaystyle M_{\mathrm {w} }},,,15000,15000,10000,,
9/1/1968 7:27,Iran (seeÿ1968 Dasht-e Bayaz and Ferdows earthquakes),34.072,58.212,8.8,6.3ÿ{\displaystyle M_{s}},,2000,2000,900,10000,,
9/3/1968 8:19,Turkey,41.771,32.452,4.9,5.7ÿ{\displaystyle m_{b}},T,25,25,29,29,,
9/20/1968 6:00,Venezuela,10.731,-62.719,102.6,6.2ÿ{\displaystyle m_{b}},T,2,2,3,,,
9/25/1968 10:38,Mexico,15.551,-92.66,122.4,5.8ÿ{\displaystyle m_{b}},T,15,15,48,15,,
2/11/1969 22:08,China,41.426,79.239,13.1,7.1 UK,,,,2,,,
2/23/1969 0:37,Indonesia,-3.179,118.799,60.6,5.9ÿ{\displaystyle m_{b}},T,,,600,,,
2/28/1969 2:40,Portugal (seeÿ1969 Portugal earthquake),35.923,-10.568,32.5,7.8ÿ{\displaystyle M_{\mathrm {w} }},T,13,13,13,,,
3/28/1969 1:48,Turkey,38.535,28.467,9.3,6.4ÿ{\displaystyle M_{s}},,53,53,53,41,,
3/29/1969 9:15,Ethiopia,11.939,41.219,12,6.3ÿ{\displaystyle M_{s}},,24,24,40,24,,
3/31/1969 7:15,Egypt,27.511,33.936,3.5,6.8ÿ{\displaystyle M_{s}},,2,2,2,,,
7/18/1969 5:24,China (seeÿ1969 Bohai earthquake),38.421,119.453,12,7.2ÿ{\displaystyle M_{\mathrm {w} }},,,,10,,,
7/25/1969 22:49,China (seeÿ1969 Yangjiang earthquake),21.612,111.809,3.4,5.9ÿ{\displaystyle M_{s}},,3000,3000,33,3000,,
9/9/1969 5:15,Japan,35.786,137.093,7.5,6.0ÿ{\displaystyle M_{s}},,0,0,1,,,
9/29/1969 20:03,South Africa,-33.19,19.336,15,6.3ÿ{\displaystyle M_{s}},,12,12,12,9,,
10/1/1969 5:05,Peru,-11.835,-75.195,6.5,6.2ÿ{\displaystyle M_{s}},,136,136,136,150,,
10/2/1969 6:19,United States (seeÿ1969 Santa Rosa earthquakes),38.3,-122.764,15,5.7 UK,,,,1,,,
10/26/1969 15:36,Bosnia and Herzegovina,44.807,17.353,15,5.6ÿ{\displaystyle M_{s}},,14,14,20,15,,
10/27/1969 8:10,Bosnia and Herzegovina,44.837,17.234,15,6.1ÿ{\displaystyle M_{s}},,,,9,,,
1/4/1970 17:00,China (seeÿ1970 Tonghai earthquake),24.147,102.462,14,7.2ÿ{\displaystyle M_{\mathrm {w} }},,,15621,15621,10000,,
1/20/1970 17:33,Japan,42.523,143.024,34.9,6.4ÿ{\displaystyle M_{s}},,1,1,,,,
2/5/1970 22:05,Philippines,12.6,122.058,7.7,6.6ÿ{\displaystyle M_{s}},,3,3,3,,,
3/28/1970 21:02,Turkey (seeÿ1970 Gediz earthquake),39.172,29.55,24.2,7.4 UK,,1086,1086,1086,1086,,
4/7/1970 5:34,Philippines,15.772,121.659,28.3,7.2ÿ{\displaystyle M_{\mathrm {w} }},,14,14,15,14,,
5/14/1970 9:20,Russian Federation,43.079,47.08,13.2,5.5ÿ{\displaystyle m_{b}},,,,,,,
5/14/1970 18:12,Russian Federation,43.102,47.071,12.7,6.5ÿ{\displaystyle M_{s}},,,,,,,
5/31/1970 20:23,Peru (seeÿ1970 Ancash earthquake),-9.248,-78.84,73,7.9 UK,L,0,70000,66794,66794,,https://en.wikipedia.org/wiki/1970_Ancash_earthquake
6/5/1970 4:53,Kyrgyzstan,42.492,78.719,4,6.6ÿ{\displaystyle M_{s}},,,,,,,
7/30/1970 0:52,Iran,37.836,55.887,10.9,6.6ÿ{\displaystyle M_{s}},,176,176,220,176,,
7/31/1970 17:08,Colombia,-1.486,-72.563,644.6,8.0 UK,,1,1,1,,,
10/31/1970 17:53,Papua New Guinea (seeÿ1970 New Guinea earthquake),-4.907,145.471,8.1,7.3 UK,"T,L",15,15,5,15,,
11/14/1970 7:58,Taiwan,22.839,121.363,27.6,6.1ÿ{\displaystyle M_{s}},,2,2,2,,,
12/10/1970 4:34,Peru,-4.079,-80.662,20.1,7.1ÿ{\displaystyle M_{\mathrm {w} }},,81,81,81,29,,
2/9/1971 14:00,United States (seeÿ1971 San Fernando earthquake),34.401,-118.392,6.4,6.7 UK,"L,Lq",65,65,58,65,,
4/3/1971 4:49,China,32.178,95.028,15,5.6ÿ{\displaystyle m_{b}},,,,1,,,
4/12/1971 19:03,Iran,28.264,55.608,5.6,5.9ÿ{\displaystyle M_{s}},,,,1,,,
4/28/1971 15:32,China,22.953,100.993,8,6.3ÿ{\displaystyle M_{s}},,,,2,,,
5/12/1971 6:25,Turkey,37.555,29.746,28.8,5.9ÿ{\displaystyle M_{s}},,100,100,57,,,
5/22/1971 16:44,Turkey (seeÿ1971 Bing”l earthquake),38.868,40.542,3.6,6.7ÿ{\displaystyle M_{s}},,1000,1000,995,878,,
6/17/1971 21:00,Chile,-25.423,-69.052,90.1,7.2ÿ{\displaystyle m_{b}},,1,1,1,,,
7/9/1971 3:03,Chile,-32.558,-71.085,59,7.8ÿ{\displaystyle M_{\mathrm {w} }},T,83,83,83,85,,
7/14/1971 6:11,Papua New Guinea,-5.519,153.906,44.5,8.0ÿ{\displaystyle M_{\mathrm {w} }},T,0,1,2,,,
7/26/1971 1:48,China,39.848,77.246,41.1,5.8ÿ{\displaystyle m_{b}},,,,1,,,
7/27/1971 2:02,Ecuador,-2.825,-77.362,94.5,7.3ÿ{\displaystyle m_{b}},,1,1,1,,,
8/16/1971 4:58,China,28.879,103.672,22.7,5.5ÿ{\displaystyle m_{b}},,,,10,,,
10/12/1971 9:45,Guatemala,15.797,-91.137,35.5,5.7ÿ{\displaystyle M_{s}},,,,2,,,
10/15/1971 10:33,Peru,-14.183,-73.399,80,5.7ÿ{\displaystyle m_{b}},,5,5,14,,,
10/27/1971 17:58,Vanuatu,-15.578,167.32,60.9,6.3ÿ{\displaystyle m_{b}},,1,1,1,,,
1/25/1972 2:06,Taiwan,22.549,122.325,10.1,7.5ÿ{\displaystyle M_{\mathrm {w} }},T,1,1,1,,,
3/20/1972 7:33,Peru,-6.81,-76.78,49.8,6.9 UK,,7,7,7,,,
4/10/1972 2:06,Iran (seeÿ1972 Qir earthquake),28.408,52.789,6,6.7ÿMW,,5054,5054,5010,5057,,
4/24/1972 9:57,Taiwan (seeÿ1972 Ruisui earthquake),23.604,121.534,21,6.9ÿ{\displaystyle M_{s}},,4,4,5,,,
6/24/1972 15:29,Afghanistan,36.255,69.684,31.1,6.1ÿ{\displaystyle M_{s}},,11,11,11,,,
9/3/1972 16:48,Pakistan,35.949,73.321,32.9,6.2ÿ{\displaystyle M_{s}},,100,100,100,,,
12/23/1972 6:29,Nicaragua (seeÿ1972 Nicaragua earthquake),12.347,-86.128,7.3,6.2ÿ{\displaystyle M_{s}},,5000,5000,10000,10000,,
1/30/1973 21:01,Mexico,18.455,-102.96,37.2,7.5ÿ{\displaystyle M_{s}},T,17,17,56,17,,
2/6/1973 10:37,China,31.353,100.545,10,7.7 UK,,,,2199,,,
3/17/1973 8:30,Philippines,13.415,122.804,44.3,7.5 UK,T,15,15,15,14,,
4/14/1973 8:34,Costa Rica,10.673,-84.86,30.3,6.5ÿ{\displaystyle M_{s}},,26,26,26,,,
4/24/1973 21:30,Colombia,4.907,-78.114,28.8,6.6 UK,,1,1,1,,,
8/16/1973 3:58,China,23.003,101.078,6.4,6.4ÿ{\displaystyle M_{s}},,,,1,,,
8/28/1973 9:50,Mexico (seeÿ1973 Veracruz earthquake),18.233,-96.608,80.6,7.2 UK,,600,600,600,500,,
11/11/1973 7:14,Iran,30.535,52.951,2,5.5ÿ{\displaystyle m_{b}},,1,1,1,,,
11/23/1973 13:36,Portugal,38.486,-28.329,18.5,5.2 UK,,1,1,1,,,
11/24/1973 14:05,Algeria,36.201,4.473,33.1,5.1ÿ{\displaystyle m_{b}},,4,4,4,,,
1/5/1974 8:33,Peru,-12.351,-76.307,91.9,6.6 UK,,10,10,10,,,
2/1/1974 0:01,Turkey,38.54,27.263,11.9,5.4ÿ{\displaystyle M_{\text{L}}},,2,2,,,,
4/22/1974 0:29,China,31.533,119.28,14.2,5.5ÿ{\displaystyle M_{s}},,,,8,,,
5/8/1974 23:33,Japan,34.57,138.771,11.3,6.7 UK,T,27,27,30,30,,
5/10/1974 19:25,China (seeÿ1974 Zhaotong earthquake),28.195,104.007,10.2,6.8ÿ{\displaystyle M_{s}},,,,1541,,,
6/12/1974 16:25,Venezuela,10.509,-63.429,7.9,6.5 UK,,3,3,5,,,
7/13/1974 1:18,Panama,7.737,-77.631,3.8,7.3ÿ{\displaystyle M_{s}},,11,11,11,,,
8/3/1974 18:16,Japan,36.016,139.901,51.4,5.6ÿ{\displaystyle m_{b}},,2,2,,,,
10/2/1974 2:54,Peru,-5.882,-81.019,20.5,5.7ÿ{\displaystyle m_{b}},,,,,78,,
10/3/1974 14:21,Peru,-12.254,-77.523,33.5,8.1ÿ{\displaystyle M_{w}},T,78,78,78,,,
12/28/1974 12:11,Pakistan (seeÿ1974 Hunza earthquake),35.026,72.898,12.5,6.2ÿ{\displaystyle M_{s}},,5300,5300,5300,,,
1/19/1975 8:02,India (seeÿ1975 Kinnaur earthquake),32.373,78.474,5,6.8ÿ{\displaystyle M_{s}},,47,47,47,47,,
2/4/1975 11:36,China (seeÿ1975 Haicheng earthquake),40.667,122.646,8,7.0ÿ{\displaystyle M_{\mathrm {w} }},,,10000,1328,10000,2041,
2/9/1975 4:45,Indonesia,-6.774,106.634,15,5.6ÿ{\displaystyle M_{s}},,1,1,1,,,
3/7/1975 7:04,Iran,27.477,56.224,11,6.1ÿ{\displaystyle M_{s}},,7,7,7,,,
3/13/1975 15:26,Chile,-29.91,-71.393,31.3,6.9ÿ{\displaystyle M_{s}},T,2,2,2,,,
4/5/1975 9:34,Venezuela,10.065,-69.666,22.4,6.3 UK,,3,3,3,,,
7/8/1975 12:04,Burma,21.452,94.598,117.6,6.5ÿ{\displaystyle m_{b}},,,,1,,,
7/11/1975 7:18,Algeria,36.32,5.241,33,4.3ÿ{\displaystyle m_{b}},,1,1,1,,,
7/19/1975 6:10,India,31.937,78.605,12.8,5.3ÿ{\displaystyle m_{b}},,2,2,,,,
9/6/1975 9:20,Turkey (seeÿ1975 Lice earthquake),38.515,40.768,39.6,6.7ÿ{\displaystyle M_{s}},,2311,2311,2370,2385,,
10/31/1975 8:28,Philippines,12.535,125.997,52.5,7.6 UK,T,1,1,1,,,
11/5/1975 17:04,Mexico,16.9,-92.818,12,5.0ÿ{\displaystyle m_{b}},,1,1,,,,
11/29/1975 14:47,United States Minor Outlying Islands,19.452,-155.034,2.1,7.2ÿ{\displaystyle M_{s}},T,2,2,2,,,
12/30/1975 14:36,Turkey,38.595,40.526,31.8,4.6ÿ{\displaystyle m_{b}},,3,3,,,,
12/31/1975 9:45,Greece,38.526,21.714,15,5.5ÿ{\displaystyle M_{s}},,1,1,1,,,
1/13/1976 13:29,Iceland,66.226,-16.578,15,6.3ÿ{\displaystyle M_{\mathrm {w} }},,,,,1,,
2/4/1976 9:01,Guatemala (seeÿ1976 Guatemala earthquake),15.296,-89.145,12.3,7.5ÿ{\displaystyle M_{\mathrm {w} }},T,23000,23000,22870,23000,,https://en.wikipedia.org/wiki/1976_Guatemala_earthquake
2/4/1976 9:30,Guatemala (seeÿ1976 Guatemala earthquake),14.812,-90.469,60.4,5.4ÿ{\displaystyle m_{b}},,,,,,,
2/19/1976 13:59,Cuba,19.864,-76.899,21.1,5.9ÿ{\displaystyle M_{s}},,1,1,1,,,
3/13/1976 16:30,Guatemala,14.725,-91.006,15,5.4ÿ{\displaystyle m_{b}},L,4,4,4,,,
3/19/1976 13:03,Afghanistan,36.587,67.758,18.2,5.6ÿ{\displaystyle m_{b}},L,49,49,49,50,,
3/25/1976 11:55,Turkey,40.939,42.954,35,4.8ÿ{\displaystyle m_{b}},,1,1,1,2,,
